(at time 1, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1426, process idx=7 , remaining cpu-burst=4) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1427, process idx=7 , remaining cpu-burst=3) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1428, process idx=7 , remaining cpu-burst=2) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1429, process idx=7 , remaining cpu-burst=1) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1430, process idx=8 , remaining cpu-burst=15) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=5)]
(at time 1431, process idx=8 , remaining cpu-burst=14) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=4)]
(at time 1432, process idx=8 , remaining cpu-burst=13) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=3)]
(at time 1433, process idx=8 , remaining cpu-burst=12) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=2)]
(at time 1434, process idx=8 , remaining cpu-burst=11) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=1)]
(at time 1435, process idx=8 , remaining cpu-burst=10) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1436, process idx=8 , remaining cpu-burst=9) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1437, process idx=8 , remaining cpu-burst=8) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1438, process idx=8 , remaining cpu-burst=7) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1439, process idx=8 , remaining cpu-burst=6) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1440, process idx=8 , remaining cpu-burst=5) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1441, process idx=8 , remaining cpu-burst=4) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1442, process idx=8 , remaining cpu-burst=3) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1443, process idx=8 , remaining cpu-burst=2) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1444, process idx=8 , remaining cpu-burst=1) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1445, process idx=9 , remaining cpu-burst=9) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=9)]
(at time 1446, process idx=9 , remaining cpu-burst=8) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=8)]
(at time 1447, process idx=9 , remaining cpu-burst=7) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=7)]
(at time 1448, process idx=9 , remaining cpu-burst=6) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=6)]
(at time 1449, process idx=9 , remaining cpu-burst=5) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=5)]
(at time 1450, process idx=9 , remaining cpu-burst=4) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=4)]
(at time 1451, process idx=9 , remaining cpu-burst=3) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=3)]
(at time 1452, process idx=9 , remaining cpu-burst=2) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=2)]
(at time 1453, process idx=9 , remaining cpu-burst=1) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=1)]
(at time 1454, process idx=0 , remaining cpu-burst=18) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=6)]
(at time 1455, process idx=0 , remaining cpu-burst=17) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=5)]
(at time 1456, process idx=0 , remaining cpu-burst=16) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=4)]
(at time 1457, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=3)]
(at time 1458, process idx=0 , remaining cpu-burst=14) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=2)]
(at time 1459, process idx=0 , remaining cpu-burst=13) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=1)]
(at time 1460, process idx=0 , remaining cpu-burst=12) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1461, process idx=0 , remaining cpu-burst=11) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1462, process idx=0 , remaining cpu-burst=10) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1463, process idx=0 , remaining cpu-burst=9) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1464, process idx=0 , remaining cpu-burst=8) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1465, process idx=0 , remaining cpu-burst=7) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1466, process idx=0 , remaining cpu-burst=6) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1467, process idx=0 , remaining cpu-burst=5) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1468, process idx=0 , remaining cpu-burst=4) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1469, process idx=0 , remaining cpu-burst=3) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1470, process idx=0 , remaining cpu-burst=2) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1471, process idx=0 , remaining cpu-burst=1) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1472, process idx=1 , remaining cpu-burst=8) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=10)]
(at time 1473, process idx=1 , remaining cpu-burst=7) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=9)]
(at time 1474, process idx=1 , remaining cpu-burst=6) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=8)]
(at time 1475, process idx=1 , remaining cpu-burst=5) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=7)]
(at time 1476, process idx=1 , remaining cpu-burst=4) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=6)]
(at time 1477, process idx=1 , remaining cpu-burst=3) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=5)]
(at time 1478, process idx=1 , remaining cpu-burst=2) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=4)]
(at time 1479, process idx=1 , remaining cpu-burst=1) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=3)]
(at time 1480, process idx=2 , remaining cpu-burst=19) run-queue [3 4 5 6 7 8 9], wait-queue [0(io=2) 1(io=9)]
(at time 1481, process idx=2 , remaining cpu-burst=18) run-queue [3 4 5 6 7 8 9], wait-queue [0(io=1) 1(io=8)]
(at time 1482, process idx=2 , remaining cpu-burst=17) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=7)]
(at time 1483, process idx=2 , remaining cpu-burst=16) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=6)]
(at time 1484, process idx=2 , remaining cpu-burst=15) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=5)]
(at time 1485, process idx=2 , remaining cpu-burst=14) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=4)]
(at time 1486, process idx=2 , remaining cpu-burst=13) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=3)]
(at time 1487, process idx=2 , remaining cpu-burst=12) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=2)]
(at time 1488, process idx=2 , remaining cpu-burst=11) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=1)]
(at time 1489, process idx=2 , remaining cpu-burst=10) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1490, process idx=2 , remaining cpu-burst=9) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1491, process idx=2 , remaining cpu-burst=8) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1492, process idx=2 , remaining cpu-burst=7) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1493, process idx=2 , remaining cpu-burst=6) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1494, process idx=2 , remaining cpu-burst=5) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1495, process idx=2 , remaining cpu-burst=4) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1496, process idx=2 , remaining cpu-burst=3) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1497, process idx=2 , remaining cpu-burst=2) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1498, process idx=2 , remaining cpu-burst=1) run-queue [3 4 5 6 7 8 9 0 1], wait-queue []
(at time 1499, process idx=3 , remaining cpu-burst=16) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=8)]
(at time 1500, process idx=3 , remaining cpu-burst=15) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=7)]
(at time 1501, process idx=3 , remaining cpu-burst=14) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=6)]
(at time 1502, process idx=3 , remaining cpu-burst=13) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=5)]
(at time 1503, process idx=3 , remaining cpu-burst=12) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=4)]
(at time 1504, process idx=3 , remaining cpu-burst=11) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=3)]
(at time 1505, process idx=3 , remaining cpu-burst=10) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=2)]
(at time 1506, process idx=3 , remaining cpu-burst=9) run-queue [4 5 6 7 8 9 0 1], wait-queue [2(io=1)]
(at time 1507, process idx=3 , remaining cpu-burst=8) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1508, process idx=3 , remaining cpu-burst=7) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1509, process idx=3 , remaining cpu-burst=6) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1510, process idx=3 , remaining cpu-burst=5) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1511, process idx=3 , remaining cpu-burst=4) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1512, process idx=3 , remaining cpu-burst=3) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1513, process idx=3 , remaining cpu-burst=2) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1514, process idx=3 , remaining cpu-burst=1) run-queue [4 5 6 7 8 9 0 1 2], wait-queue []
(at time 1515, process idx=4 , remaining cpu-burst=7) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=8)]
(at time 1516, process idx=4 , remaining cpu-burst=6) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=7)]
(at time 1517, process idx=4 , remaining cpu-burst=5) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=6)]
(at time 1518, process idx=4 , remaining cpu-burst=4) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=5)]
(at time 1519, process idx=4 , remaining cpu-burst=3) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=4)]
(at time 1520, process idx=4 , remaining cpu-burst=2) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=3)]
(at time 1521, process idx=4 , remaining cpu-burst=1) run-queue [5 6 7 8 9 0 1 2], wait-queue [3(io=2)]
(at time 1522, process idx=5 , remaining cpu-burst=18) run-queue [6 7 8 9 0 1 2], wait-queue [3(io=1) 4(io=4)]
(at time 1523, process idx=5 , remaining cpu-burst=17) run-queue [6 7 8 9 0 1 2 3], wait-queue [4(io=3)]
(at time 1524, process idx=5 , remaining cpu-burst=16) run-queue [6 7 8 9 0 1 2 3], wait-queue [4(io=2)]
(at time 1525, process idx=5 , remaining cpu-burst=15) run-queue [6 7 8 9 0 1 2 3], wait-queue [4(io=1)]
(at time 1526, process idx=5 , remaining cpu-burst=14) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1527, process idx=5 , remaining cpu-burst=13) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1528, process idx=5 , remaining cpu-burst=12) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1529, process idx=5 , remaining cpu-burst=11) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1530, process idx=5 , remaining cpu-burst=10) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1531, process idx=5 , remaining cpu-burst=9) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1532, process idx=5 , remaining cpu-burst=8) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1533, process idx=5 , remaining cpu-burst=7) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1534, process idx=5 , remaining cpu-burst=6) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1535, process idx=5 , remaining cpu-burst=5) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1536, process idx=5 , remaining cpu-burst=4) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1537, process idx=5 , remaining cpu-burst=3) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1538, process idx=5 , remaining cpu-burst=2) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1539, process idx=5 , remaining cpu-burst=1) run-queue [6 7 8 9 0 1 2 3 4], wait-queue []
(at time 1540, process idx=6 , remaining cpu-burst=13) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=8)]
(at time 1541, process idx=6 , remaining cpu-burst=12) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=7)]
(at time 1542, process idx=6 , remaining cpu-burst=11) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=6)]
(at time 1543, process idx=6 , remaining cpu-burst=10) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=5)]
(at time 1544, process idx=6 , remaining cpu-burst=9) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=4)]
(at time 1545, process idx=6 , remaining cpu-burst=8) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=3)]
(at time 1546, process idx=6 , remaining cpu-burst=7) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=2)]
(at time 1547, process idx=6 , remaining cpu-burst=6) run-queue [7 8 9 0 1 2 3 4], wait-queue [5(io=1)]
(at time 1548, process idx=6 , remaining cpu-burst=5) run-queue [7 8 9 0 1 2 3 4 5], wait-queue []
(at time 1549, process idx=6 , remaining cpu-burst=4) run-queue [7 8 9 0 1 2 3 4 5], wait-queue []
(at time 1550, process idx=6 , remaining cpu-burst=3) run-queue [7 8 9 0 1 2 3 4 5], wait-queue []
(at time 1551, process idx=6 , remaining cpu-burst=2) run-queue [7 8 9 0 1 2 3 4 5], wait-queue []
(at time 1552, process idx=6 , remaining cpu-burst=1) run-queue [7 8 9 0 1 2 3 4 5], wait-queue []
(at time 1553, process idx=7 , remaining cpu-burst=20) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=12)]
(at time 1554, process idx=7 , remaining cpu-burst=19) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=11)]
(at time 1555, process idx=7 , remaining cpu-burst=18) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=10)]
(at time 1556, process idx=7 , remaining cpu-burst=17) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=9)]
(at time 1557, process idx=7 , remaining cpu-burst=16) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=8)]
(at time 1558, process idx=7 , remaining cpu-burst=15) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=7)]
(at time 1559, process idx=7 , remaining cpu-burst=14) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=6)]
(at time 1560, process idx=7 , remaining cpu-burst=13) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=5)]
(at time 1561, process idx=7 , remaining cpu-burst=12) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=4)]
(at time 1562, process idx=7 , remaining cpu-burst=11) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=3)]
(at time 1563, process idx=7 , remaining cpu-burst=10) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=2)]
(at time 1564, process idx=7 , remaining cpu-burst=9) run-queue [8 9 0 1 2 3 4 5], wait-queue [6(io=1)]
(at time 1565, process idx=7 , remaining cpu-burst=8) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1566, process idx=7 , remaining cpu-burst=7) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1567, process idx=7 , remaining cpu-burst=6) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1568, process idx=7 , remaining cpu-burst=5) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1569, process idx=7 , remaining cpu-burst=4) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1570, process idx=7 , remaining cpu-burst=3) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1571, process idx=7 , remaining cpu-burst=2) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1572, process idx=7 , remaining cpu-burst=1) run-queue [8 9 0 1 2 3 4 5 6], wait-queue []
(at time 1573, process idx=8 , remaining cpu-burst=18) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=12)]
(at time 1574, process idx=8 , remaining cpu-burst=17) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=11)]
(at time 1575, process idx=8 , remaining cpu-burst=16) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=10)]
(at time 1576, process idx=8 , remaining cpu-burst=15) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=9)]
(at time 1577, process idx=8 , remaining cpu-burst=14) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=8)]
(at time 1578, process idx=8 , remaining cpu-burst=13) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=7)]
(at time 1579, process idx=8 , remaining cpu-burst=12) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=6)]
(at time 1580, process idx=8 , remaining cpu-burst=11) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=5)]
(at time 1581, process idx=8 , remaining cpu-burst=10) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=4)]
(at time 1582, process idx=8 , remaining cpu-burst=9) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=3)]
(at time 1583, process idx=8 , remaining cpu-burst=8) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=2)]
(at time 1584, process idx=8 , remaining cpu-burst=7) run-queue [9 0 1 2 3 4 5 6], wait-queue [7(io=1)]
(at time 1585, process idx=8 , remaining cpu-burst=6) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1586, process idx=8 , remaining cpu-burst=5) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1587, process idx=8 , remaining cpu-burst=4) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1588, process idx=8 , remaining cpu-burst=3) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1589, process idx=8 , remaining cpu-burst=2) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1590, process idx=8 , remaining cpu-burst=1) run-queue [9 0 1 2 3 4 5 6 7], wait-queue []
(at time 1591, process idx=9 , remaining cpu-burst=5) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=8)]
(at time 1592, process idx=9 , remaining cpu-burst=4) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=7)]
(at time 1593, process idx=9 , remaining cpu-burst=3) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=6)]
(at time 1594, process idx=9 , remaining cpu-burst=2) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=5)]
(at time 1595, process idx=9 , remaining cpu-burst=1) run-queue [0 1 2 3 4 5 6 7], wait-queue [8(io=4)]
(at time 1596, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7], wait-queue [8(io=3) 9(io=13)]
(at time 1597, process idx=0 , remaining cpu-burst=14) run-queue [1 2 3 4 5 6 7], wait-queue [8(io=2) 9(io=12)]
(at time 1598, process idx=0 , remaining cpu-burst=13) run-queue [1 2 3 4 5 6 7], wait-queue [8(io=1) 9(io=11)]
(at time 1599, process idx=0 , remaining cpu-burst=12) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=10)]
(at time 1600, process idx=0 , remaining cpu-burst=11) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=9)]
(at time 1601, process idx=0 , remaining cpu-burst=10) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=8)]
(at time 1602, process idx=0 , remaining cpu-burst=9) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=7)]
(at time 1603, process idx=0 , remaining cpu-burst=8) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=6)]
(at time 1604, process idx=0 , remaining cpu-burst=7) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=5)]
(at time 1605, process idx=0 , remaining cpu-burst=6) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=4)]
(at time 1606, process idx=0 , remaining cpu-burst=5) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=3)]
(at time 1607, process idx=0 , remaining cpu-burst=4) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=2)]
(at time 1608, process idx=0 , remaining cpu-burst=3) run-queue [1 2 3 4 5 6 7 8], wait-queue [9(io=1)]
(at time 1609, process idx=0 , remaining cpu-burst=2) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1610, process idx=0 , remaining cpu-burst=1) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 1611, process idx=1 , remaining cpu-burst=14) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=9)]
(at time 1612, process idx=1 , remaining cpu-burst=13) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=8)]
(at time 1613, process idx=1 , remaining cpu-burst=12) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=7)]
(at time 1614, process idx=1 , remaining cpu-burst=11) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=6)]
(at time 1615, process idx=1 , remaining cpu-burst=10) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=5)]
(at time 1616, process idx=1 , remaining cpu-burst=9) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=4)]
(at time 1617, process idx=1 , remaining cpu-burst=8) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=3)]
(at time 1618, process idx=1 , remaining cpu-burst=7) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=2)]
(at time 1619, process idx=1 , remaining cpu-burst=6) run-queue [2 3 4 5 6 7 8 9], wait-queue [0(io=1)]
(at time 1620, process idx=1 , remaining cpu-burst=5) run-queue [2 3 4 5 6 7 8 9 0], wait-queue []
(at time 1621, process idx=1 , remaining cpu-burst=4) run-queue [2 3 4 5 6 7 8 9 0], wait-queue []
(at time 1622, process idx=1 , remaining cpu-burst=3) run-queue [2 3 4 5 6 7 8 9 0], wait-queue []
(at time 1623, process idx=1 , remaining cpu-burst=2) run-queue [2 3 4 5 6 7 8 9 0], wait-queue []
(at time 1624, process idx=1 , remaining cpu-burst=1) run-queue [2 3 4 5 6 7 8 9 0], wait-queue []
(at time 1625, process idx=2 , remaining cpu-burst=17) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=6)]
(at time 1626, process idx=2 , remaining cpu-burst=16) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=5)]
(at time 1627, process idx=2 , remaining cpu-burst=15) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=4)]
(at time 1628, process idx=2 , remaining cpu-burst=14) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=3)]
(at time 1629, process idx=2 , remaining cpu-burst=13) run-queue [3 4 5 6 7 8 9 0], wait-queue [1(io=2)]
